,COUNTER_MEMS,INTERPOLATED_MEMS,Q0,Q1,Q2,Q3,ACCX,ACCY,ACCZ,MAGX,MAGY,MAGZ,img,round
6624,12,0,0.478334,0.36853,-0.62561,0.493958,0.946405,-0.279331,-0.060066,-32.993328,-7.830246,75.933014,Pollution 1,0
6625,13,0,0.478303,0.368591,-0.625549,0.494019,0.951776,-0.271029,-0.053717,-32.972931,-7.950832,75.777405,Pollution 1,0
6626,14,0,0.478445,0.368713,-0.62561,0.493713,0.948846,-0.272006,-0.060554,-33.053074,-7.990174,75.788033,Pollution 1,0
6627,15,0,0.47862,0.368774,-0.625488,0.493652,0.948846,-0.272006,-0.060554,-32.911324,-8.090374,75.773308,Pollution 1,0
6628,16,0,0.478493,0.368835,-0.625549,0.493652,0.941521,-0.268099,-0.064461,-32.879837,-8.088203,75.761375,Pollution 1,0
6629,17,0,0.478526,0.368896,-0.625488,0.493652,0.941521,-0.268099,-0.064461,-32.749336,-8.086445,75.826714,Pollution 1,0
6630,18,0,0.47862,0.368774,-0.625488,0.493652,0.943963,-0.270052,-0.061531,-32.743629,-8.368354,75.946304,Pollution 1,0
6631,19,0,0.478728,0.36853,-0.625549,0.493652,0.943963,-0.270052,-0.061531,-32.709007,-8.2617,76.046509,Pollution 1,0
6632,20,0,0.478855,0.368469,-0.625488,0.493652,0.946405,-0.265657,-0.053229,-32.814293,-8.091977,75.961006,Pollution 1,0
6633,21,0,0.478709,0.368408,-0.625732,0.49353,0.946405,-0.265657,-0.053229,-32.90958,-8.222835,75.880081,Pollution 1,0
6634,22,0,0.478868,0.368408,-0.62561,0.49353,0.945428,-0.260774,-0.055183,-33.070091,-8.195496,75.647865,Pollution 1,0
6635,23,0,0.47858,0.368286,-0.625854,0.493591,0.945428,-0.260774,-0.055183,-32.910107,-8.405019,75.629768,Pollution 1,0
6636,24,0,0.478358,0.368286,-0.625977,0.493652,0.938103,-0.269076,-0.064461,-32.992188,-8.256398,75.675117,Pollution 1,0
6637,25,0,0.477964,0.36853,-0.626038,0.493774,0.938103,-0.269076,-0.064461,-32.908672,-8.202682,75.778511,Pollution 1,0
6638,26,0,0.477757,0.368591,-0.62616,0.493774,0.945916,-0.275424,-0.067391,-33.026024,-8.135839,75.802261,Pollution 1,0
6639,27,0,0.477677,0.368591,-0.626221,0.493774,0.945916,-0.275424,-0.067391,-32.832745,-8.263363,75.546494,Pollution 1,0
6640,28,0,0.477629,0.368652,-0.626221,0.493774,0.942498,-0.269564,-0.066414,-32.694523,-8.556658,75.840996,Pollution 1,0
6641,29,0,0.477693,0.368652,-0.626221,0.493713,0.942498,-0.269564,-0.066414,-32.532566,-8.477559,75.946205,Pollution 1,0
6642,30,0,0.477709,0.368713,-0.626221,0.493652,0.945428,-0.260774,-0.058601,-32.391376,-8.425157,75.954758,Pollution 1,0
6643,31,0,0.477628,0.368713,-0.626282,0.493652,0.945428,-0.260774,-0.058601,-32.277016,-8.38271,75.961693,Pollution 1,0
6644,0,0,0.477565,0.368469,-0.626282,0.493896,0.945428,-0.260774,-0.058601,-32.526051,-8.476662,75.878967,Pollution 1,0
6645,1,0,0.477518,0.368469,-0.626221,0.494019,0.943475,-0.280308,-0.066903,-32.667767,-8.28443,76.105301,Pollution 1,0
6646,2,0,0.47747,0.368286,-0.626221,0.494202,0.943475,-0.280308,-0.066903,-32.732559,-8.477055,76.060287,Pollution 1,0
6647,3,0,0.477434,0.368103,-0.626404,0.494141,0.94201,-0.275913,-0.053229,-32.79504,-8.544747,75.967171,Pollution 1,0
6648,4,0,0.477388,0.368103,-0.626343,0.494263,0.94201,-0.275913,-0.053229,-32.908981,-8.604579,76.055077,Pollution 1,0
6649,5,0,0.477245,0.368042,-0.626343,0.494446,0.942498,-0.271518,-0.050787,-32.951275,-8.486376,75.892944,Pollution 1,0
6650,6,0,0.477168,0.368164,-0.626282,0.494507,0.942498,-0.271518,-0.050787,-32.730534,-8.390631,75.836617,Pollution 1,0
6651,7,0,0.477121,0.368225,-0.626282,0.494507,0.938103,-0.253937,-0.048346,-32.685066,-8.246411,75.974327,Pollution 1,0
6652,8,0,0.47725,0.368408,-0.626221,0.494324,0.938103,-0.253937,-0.048346,-32.798237,-7.979593,75.86087,Pollution 1,0
6653,9,0,0.47733,0.368408,-0.62616,0.494324,0.950311,-0.276401,-0.061531,-32.856571,-7.896803,75.602303,Pollution 1,0
6654,10,0,0.477442,0.36853,-0.626099,0.494202,0.950311,-0.276401,-0.061531,-32.903824,-7.949744,75.587868,Pollution 1,0
6655,11,0,0.477522,0.36853,-0.626038,0.494202,0.946893,-0.274448,-0.059578,-32.938763,-8.10096,75.626175,Pollution 1,0
6656,12,0,0.477508,0.368652,-0.625977,0.494202,0.946893,-0.274448,-0.059578,-32.937065,-8.148444,75.657204,Pollution 1,0
6657,13,0,0.47754,0.368774,-0.625977,0.49408,0.937614,-0.271518,-0.063973,-33.074024,-8.278573,75.249001,Pollution 1,0
6658,14,0,0.477333,0.368774,-0.626038,0.494202,0.937614,-0.271518,-0.063973,-33.061626,-8.295644,75.511688,Pollution 1,0
6659,15,0,0.477364,0.368652,-0.626038,0.494263,0.936149,-0.274936,-0.052741,-32.954918,-8.137805,75.624466,Pollution 1,0
6660,16,0,0.477395,0.368591,-0.626099,0.494202,0.936149,-0.274936,-0.052741,-32.93515,-8.098289,75.807487,Pollution 1,0
6661,17,0,0.477329,0.368469,-0.626221,0.494202,0.949823,-0.267611,-0.058113,-32.759136,-8.242948,75.800728,Pollution 1,0
6662,18,0,0.477299,0.36853,-0.62616,0.494263,0.946405,-0.269076,-0.052741,-32.576569,-8.033454,75.821922,Pollution 1,0
6663,19,0,0.477284,0.368652,-0.626099,0.494263,0.941033,-0.268099,-0.056159,-32.528687,-8.075431,75.817429,Pollution 1,0
6664,20,0,0.477141,0.368652,-0.62616,0.494324,0.941033,-0.268099,-0.056159,-32.489902,-8.109432,75.813782,Pollution 1,0
6665,21,0,0.477047,0.368774,-0.62616,0.494324,0.946405,-0.271518,-0.043951,-32.513489,-8.045307,75.727493,Pollution 1,0
6666,22,0,0.476903,0.368774,-0.626221,0.494385,0.946405,-0.271518,-0.043951,-32.622593,-8.008366,75.552605,Pollution 1,0
6667,23,0,0.476856,0.368835,-0.626221,0.494385,0.937614,-0.273471,-0.062019,-32.570965,-7.901776,75.665947,Pollution 1,0
6668,24,0,0.476839,0.368835,-0.626282,0.494324,0.937614,-0.273471,-0.062019,-32.529148,-7.815438,75.757751,Pollution 1,0
6669,25,0,0.476853,0.368774,-0.626404,0.494202,0.938591,-0.283238,-0.061531,-32.436943,-7.873838,75.895439,Pollution 1,0
6670,26,0,0.476867,0.368652,-0.626465,0.494202,0.938591,-0.283238,-0.061531,-32.362259,-7.921143,76.006973,Pollution 1,0
6671,27,0,0.47682,0.368713,-0.626465,0.494202,0.942498,-0.265657,-0.051764,-32.270096,-7.946126,76.05732,Pollution 1,0
6672,28,0,0.477117,0.368164,-0.626465,0.494324,0.943475,-0.268587,-0.053717,-32.477112,-7.971362,75.946426,Pollution 1,0
6673,29,0,0.477146,0.367859,-0.626526,0.494446,0.944451,-0.273471,-0.053717,-32.431461,-7.825136,75.848274,Pollution 1,0
6674,30,0,0.477226,0.367859,-0.626465,0.494446,0.944451,-0.273471,-0.053717,-32.394482,-7.706694,75.768768,Pollution 1,0
6675,31,0,0.477133,0.36792,-0.626404,0.494568,0.936638,-0.278354,-0.044439,-32.516197,-7.810755,75.966034,Pollution 1,0
6676,0,0,0.477072,0.368103,-0.626343,0.494568,0.936638,-0.278354,-0.044439,-32.509785,-7.730045,76.080818,Pollution 1,0
6677,1,0,0.477201,0.368225,-0.626221,0.494507,0.955683,-0.273959,-0.058601,-32.50626,-7.72467,75.9888,Pollution 1,0
6678,2,0,0.477074,0.368286,-0.626282,0.494507,0.955683,-0.273959,-0.058601,-32.675072,-7.776983,75.864258,Pollution 1,0
6679,3,0,0.477109,0.36853,-0.62616,0.494446,0.933219,-0.277378,-0.052252,-32.511806,-7.749356,75.883385,Pollution 1,0
6680,4,0,0.476951,0.368652,-0.62616,0.494507,0.933219,-0.277378,-0.052252,-32.246231,-7.710311,75.848877,Pollution 1,0
6681,5,0,0.476984,0.368713,-0.626099,0.494507,0.933219,-0.277378,-0.052252,-32.241112,-7.588686,75.730919,Pollution 1,0
6682,6,0,0.476857,0.368774,-0.62616,0.494507,0.948358,-0.268587,-0.058601,-32.338634,-7.808502,75.76371,Pollution 1,0
6683,7,0,0.476857,0.368774,-0.62616,0.494507,0.948358,-0.268587,-0.058601,-32.657627,-7.851553,75.775276,Pollution 1,0
6684,8,0,0.47681,0.368835,-0.62616,0.494507,0.939568,-0.262727,-0.050787,-32.642677,-7.946425,75.769638,Pollution 1,0
6685,9,0,0.477,0.368774,-0.626099,0.494446,0.939568,-0.262727,-0.050787,-32.548904,-7.979938,75.671738,Pollution 1,0
6686,10,0,0.477205,0.368591,-0.626099,0.494385,0.944451,-0.269564,-0.064949,-32.569611,-7.927083,75.829109,Pollution 1,0
6687,11,0,0.477282,0.368469,-0.62616,0.494324,0.944451,-0.269564,-0.064949,-32.444717,-7.735937,75.61158,Pollution 1,0
6688,12,0,0.477233,0.368408,-0.626282,0.494263,0.937614,-0.270541,-0.060066,-32.458557,-7.587776,75.700378,Pollution 1,0
6689,13,0,0.477266,0.368469,-0.626221,0.494263,0.937614,-0.270541,-0.060066,-32.499763,-7.527765,75.682304,Pollution 1,0
6690,14,0,0.477138,0.36853,-0.626282,0.494263,0.941521,-0.265169,-0.061531,-32.371475,-7.65749,75.742668,Pollution 1,0
6691,15,0,0.476995,0.36853,-0.626343,0.494324,0.941521,-0.265169,-0.061531,-32.267563,-7.762567,75.791565,Pollution 1,0
6692,16,0,0.476852,0.36853,-0.626404,0.494385,0.937614,-0.262727,-0.062996,-32.593391,-7.807679,75.704498,Pollution 1,0
6693,17,0,0.476678,0.368591,-0.626404,0.494507,0.937614,-0.262727,-0.062996,-32.857315,-7.84422,75.63398,Pollution 1,0
6694,18,0,0.476771,0.36853,-0.626465,0.494385,0.946405,-0.281284,-0.064949,-32.716091,-7.772151,75.920189,Pollution 1,0
6695,19,0,0.476738,0.368469,-0.626526,0.494385,0.946405,-0.281284,-0.064949,-32.6017,-7.713776,76.152016,Pollution 1,0
6696,20,0,0.476707,0.368591,-0.626526,0.494324,0.942986,-0.265657,-0.071298,-32.747375,-7.859825,75.99147,Pollution 1,0
6697,21,0,0.47658,0.368652,-0.626587,0.494324,0.942986,-0.265657,-0.071298,-32.865376,-7.978125,75.86142,Pollution 1,0
6698,22,0,0.476644,0.368591,-0.626526,0.494385,0.943475,-0.274448,-0.058601,-32.744286,-8.090614,75.897751,Pollution 1,0
6699,23,0,0.476707,0.368591,-0.626526,0.494324,0.943475,-0.274448,-0.058601,-32.646206,-8.181731,75.927177,Pollution 1,0
6700,24,0,0.476863,0.368286,-0.626587,0.494324,0.943475,-0.274448,-0.058601,-32.618427,-8.242203,75.991013,Pollution 1,0
6701,25,0,0.476719,0.368286,-0.626648,0.494385,0.946405,-0.278354,-0.060066,-32.645927,-8.091184,75.976059,Pollution 1,0
6702,26,0,0.476388,0.368469,-0.626648,0.494568,0.946405,-0.278354,-0.060066,-32.758202,-7.983859,76.05394,Pollution 1,0
6703,27,0,0.476167,0.368591,-0.626648,0.49469,0.94201,-0.268099,-0.059089,-32.982475,-7.980259,76.067024,Pollution 1,0
6704,28,0,0.476039,0.368652,-0.626709,0.49469,0.94201,-0.268099,-0.059089,-33.035805,-7.98401,75.88929,Pollution 1,0
6705,29,0,0.475928,0.368774,-0.62677,0.494629,0.941521,-0.265657,-0.051764,-32.854004,-8.167048,76.075325,Pollution 1,0
6706,30,0,0.476119,0.368713,-0.626709,0.494568,0.941521,-0.265657,-0.051764,-32.91674,-8.135309,76.10601,Pollution 1,0
6707,31,0,0.476169,0.368774,-0.626587,0.494629,0.945428,-0.266634,-0.058113,-32.960896,-8.131267,76.070869,Pollution 1,0
6708,0,0,0.476216,0.368713,-0.626587,0.494629,0.945428,-0.266634,-0.058113,-32.936657,-8.187993,75.877403,Pollution 1,0
6709,1,0,0.476199,0.368713,-0.626648,0.494568,0.927848,-0.264192,-0.063484,-32.870358,-8.07894,75.884033,Pollution 1,0
6710,2,0,0.476278,0.368774,-0.626648,0.494446,0.927848,-0.264192,-0.063484,-32.846657,-7.750609,75.934402,Pollution 1,0
6711,3,0,0.476357,0.368591,-0.626648,0.494507,0.946405,-0.262239,-0.056159,-33.019127,-7.846326,76.030197,Pollution 1,0
6712,4,0,0.476356,0.368347,-0.626648,0.49469,0.946405,-0.262239,-0.056159,-32.943825,-7.692191,75.972794,Pollution 1,0
6713,5,0,0.476527,0.368103,-0.626709,0.494629,0.931266,-0.287144,-0.052741,-33.057831,-7.514008,76.037964,Pollution 1,0
6714,6,0,0.47646,0.368042,-0.626892,0.494507,0.931266,-0.287144,-0.052741,-32.831844,-7.633013,76.075752,Pollution 1,0
6715,7,0,0.47633,0.367981,-0.627075,0.494446,0.943963,-0.278843,-0.062508,-32.988792,-7.399407,76.054688,Pollution 1,0
6716,8,0,0.4763,0.368042,-0.627014,0.494507,0.943963,-0.278843,-0.062508,-32.82259,-7.550187,75.885963,Pollution 1,0
6717,9,0,0.476092,0.368042,-0.627075,0.494629,0.94787,-0.273959,-0.056648,-32.876297,-7.545651,75.667633,Pollution 1,0
6718,10,0,0.475982,0.368103,-0.627075,0.49469,0.931266,-0.269564,-0.059578,-32.778133,-7.575311,75.929115,Pollution 1,0
6719,11,0,0.475821,0.368103,-0.627197,0.49469,0.941033,-0.273471,-0.067879,-32.756954,-7.441002,76.110916,Pollution 1,0
6720,12,0,0.475901,0.368164,-0.627197,0.494568,0.941033,-0.273471,-0.067879,-32.739799,-7.332211,76.258179,Pollution 1,0
6721,13,0,0.476041,0.368042,-0.627258,0.494446,0.943963,-0.273471,-0.059578,-32.820904,-7.395758,76.05912,Pollution 1,0
6722,14,0,0.476075,0.368103,-0.627197,0.494446,0.943963,-0.273471,-0.059578,-32.8866,-7.44723,75.897888,Pollution 1,0
6723,15,0,0.476221,0.368225,-0.627014,0.494446,0.9508,-0.266634,-0.050299,-32.749813,-7.46559,76.193954,Pollution 1,0
6724,16,0,0.476331,0.36792,-0.627014,0.494568,0.9508,-0.266634,-0.050299,-32.639015,-7.480461,76.433769,Pollution 1,0
6725,17,0,0.476422,0.367676,-0.627136,0.494507,0.947381,-0.278843,-0.062996,-32.59927,-7.484174,76.466354,Pollution 1,0
6726,18,0,0.476562,0.367554,-0.627197,0.494385,0.947381,-0.278843,-0.062996,-32.567074,-7.487181,76.492744,Pollution 1,0
6727,19,0,0.476452,0.367615,-0.627197,0.494446,0.949823,-0.286656,-0.059089,-32.644329,-7.637949,76.225792,Pollution 1,0
6728,20,0,0.476358,0.367676,-0.627136,0.494568,0.937614,-0.269076,-0.051764,-32.498573,-7.590073,76.13456,Pollution 1,0
6729,21,0,0.476188,0.367859,-0.627014,0.494751,0.929313,-0.269076,-0.052252,-32.390511,-7.646292,75.928993,Pollution 1,0
6730,22,0,0.476171,0.367859,-0.627075,0.49469,0.929313,-0.269076,-0.052252,-32.422981,-7.573497,75.857483,Pollution 1,0
6731,23,0,0.476249,0.367981,-0.627136,0.494446,0.943475,-0.249542,-0.058113,-32.432613,-7.464532,75.802895,Pollution 1,0
6732,24,0,0.476158,0.368225,-0.627014,0.494507,0.943475,-0.249542,-0.058113,-32.268753,-7.679605,75.84201,Pollution 1,0
6733,25,0,0.476238,0.368225,-0.626953,0.494507,0.960078,-0.279331,-0.057624,-32.439354,-7.772146,75.967026,Pollution 1,0
6734,26,0,0.476238,0.368225,-0.626953,0.494507,0.960078,-0.279331,-0.057624,-32.394211,-7.780438,76.084961,Pollution 1,0
6735,27,0,0.476399,0.368225,-0.626831,0.494507,0.941033,-0.269076,-0.053717,-32.552643,-7.790489,75.955482,Pollution 1,0
6736,28,0,0.476399,0.368225,-0.626831,0.494507,0.941033,-0.269076,-0.053717,-32.680977,-7.898629,75.900612,Pollution 1,0
6737,29,0,0.476353,0.368225,-0.62677,0.494629,0.941033,-0.269076,-0.053717,-32.666592,-8.01789,75.992828,Pollution 1,0
6738,30,0,0.476511,0.368042,-0.626709,0.49469,0.94201,-0.263704,-0.038579,-32.554939,-8.181157,75.884193,Pollution 1,0
6739,31,0,0.476508,0.36792,-0.626831,0.494629,0.94201,-0.263704,-0.038579,-32.599499,-8.058404,75.676193,Pollution 1,0
6740,0,0,0.47614,0.36792,-0.627014,0.494751,0.95959,-0.269564,-0.054206,-32.702263,-7.942307,75.557716,Pollution 1,0
6741,1,0,0.475933,0.36792,-0.627075,0.494873,0.95959,-0.269564,-0.054206,-32.937164,-7.871602,75.56842,Pollution 1,0
6742,2,0,0.475758,0.368042,-0.627136,0.494873,0.949335,-0.262727,-0.064461,-32.940769,-8.037664,75.507088,Pollution 1,0
6743,3,0,0.475442,0.368286,-0.627136,0.494995,0.949335,-0.262727,-0.064461,-32.893692,-8.077175,75.677406,Pollution 1,0
6744,4,0,0.475396,0.368286,-0.627075,0.495117,0.951776,-0.276401,-0.059578,-32.922222,-7.954178,75.657028,Pollution 1,0
6745,5,0,0.475348,0.368347,-0.627075,0.495117,0.951776,-0.276401,-0.059578,-32.972,-7.816218,75.722198,Pollution 1,0
6746,6,0,0.475348,0.368347,-0.627075,0.495117,0.948846,-0.275913,-0.060554,-33.028988,-7.687803,75.708313,Pollution 1,0
6747,7,0,0.475506,0.368225,-0.627075,0.495056,0.948846,-0.275913,-0.060554,-33.075146,-7.583787,75.697067,Pollution 1,0
6748,8,0,0.475362,0.368225,-0.627136,0.495117,0.932731,-0.256867,-0.059089,-33.062534,-7.611201,75.632957,Pollution 1,0
6749,9,0,0.475429,0.368347,-0.627014,0.495117,0.932731,-0.256867,-0.059089,-33.052319,-7.633406,75.581032,Pollution 1,0
6750,10,0,0.475604,0.368164,-0.626892,0.495239,0.942498,-0.269076,-0.057624,-33.359047,-7.866392,75.578964,Pollution 1,0
6751,11,0,0.475649,0.367981,-0.627014,0.495178,0.942498,-0.269076,-0.057624,-33.307495,-8.055111,75.577293,Pollution 1,0
6752,12,0,0.475616,0.36792,-0.627075,0.495178,0.938103,-0.274448,-0.057136,-33.204071,-7.93464,75.727608,Pollution 1,0
6753,13,0,0.475521,0.368042,-0.627075,0.495178,0.938103,-0.274448,-0.057136,-33.165298,-7.807058,75.819366,Pollution 1,0
6754,14,0,0.475333,0.368225,-0.627014,0.4953,0.951288,-0.277866,-0.045416,-33.222225,-7.847051,75.678688,Pollution 1,0
6755,15,0,0.475427,0.368164,-0.627075,0.495178,0.951288,-0.277866,-0.045416,-33.268333,-7.879444,75.564735,Pollution 1,0
6756,16,0,0.475319,0.368347,-0.626953,0.4953,0.951288,-0.277866,-0.045416,-33.440685,-7.950683,75.517433,Pollution 1,0
6757,17,0,0.475448,0.36853,-0.626892,0.495117,0.935173,-0.268587,-0.054694,-33.463619,-7.908387,75.745789,Pollution 1,0
6758,18,0,0.475658,0.368652,-0.626709,0.495056,0.935173,-0.268587,-0.054694,-33.3022,-8.17246,75.680756,Pollution 1,0
6759,19,0,0.475739,0.368652,-0.626648,0.495056,0.936638,-0.260286,-0.057136,-33.221447,-7.984693,75.683083,Pollution 1,0
6760,20,0,0.475801,0.368713,-0.626709,0.494873,0.936638,-0.260286,-0.057136,-33.172707,-7.927601,75.613297,Pollution 1,0
6761,21,0,0.475866,0.368652,-0.626648,0.494934,0.94201,-0.267122,-0.053229,-33.113224,-7.981357,75.706772,Pollution 1,0
6762,22,0,0.475979,0.368713,-0.626526,0.494934,0.94201,-0.267122,-0.053229,-32.960045,-7.949899,75.55748,Pollution 1,0
6763,23,0,0.476123,0.368713,-0.626465,0.494873,0.942986,-0.266146,-0.053229,-32.854305,-7.909418,75.631561,Pollution 1,0
6764,24,0,0.476059,0.368713,-0.626465,0.494934,0.947381,-0.265169,-0.059578,-32.703651,-7.799962,75.4599,Pollution 1,0
6765,25,0,0.476203,0.368713,-0.626404,0.494873,0.943963,-0.258821,-0.055671,-32.813293,-7.812969,75.560852,Pollution 1,0
6766,26,0,0.476217,0.368652,-0.626526,0.494751,0.943963,-0.258821,-0.055671,-32.708767,-7.955172,75.635956,Pollution 1,0
6767,27,0,0.476216,0.368713,-0.626587,0.494629,0.94494,-0.260774,-0.048346,-32.690769,-7.853689,75.580124,Pollution 1,0
6768,28,0,0.476105,0.368774,-0.626587,0.49469,0.94494,-0.260774,-0.048346,-32.646187,-7.621488,75.4599,Pollution 1,0
6769,29,0,0.475946,0.368958,-0.626648,0.494629,0.935661,-0.277866,-0.069344,-32.760078,-7.633405,75.379189,Pollution 1,0
6770,30,0,0.475836,0.369019,-0.626648,0.49469,0.935661,-0.277866,-0.069344,-32.92733,-7.718059,75.238808,Pollution 1,0
6771,31,0,0.475723,0.368896,-0.626709,0.494812,0.929801,-0.279819,-0.054206,-32.921139,-7.683294,75.358437,Pollution 1,0
6772,0,0,0.475673,0.368835,-0.626831,0.494751,0.929801,-0.279819,-0.054206,-32.936123,-7.730135,75.436996,Pollution 1,0
6773,1,0,0.475704,0.368713,-0.626831,0.494812,0.938103,-0.268099,-0.056159,-32.781593,-7.901409,75.333969,Pollution 1,0
6774,2,0,0.47567,0.368713,-0.626953,0.49469,0.944451,-0.278354,-0.069833,-32.77309,-7.816808,75.475517,Pollution 1,0
6775,3,0,0.475637,0.368652,-0.627014,0.49469,0.941521,-0.276401,-0.062996,-32.732868,-7.806614,75.615166,Pollution 1,0
6776,4,0,0.475862,0.368591,-0.626831,0.494751,0.941521,-0.276401,-0.062996,-32.670292,-7.873358,75.878288,Pollution 1,0
6777,5,0,0.475765,0.36853,-0.626892,0.494812,0.949823,-0.265169,-0.064461,-32.686268,-7.99742,75.924744,Pollution 1,0
6778,6,0,0.475732,0.368469,-0.626953,0.494812,0.949823,-0.265169,-0.064461,-32.700878,-8.146243,75.989044,Pollution 1,0
6779,7,0,0.475638,0.368591,-0.626953,0.494812,0.948846,-0.272983,-0.060066,-32.579376,-7.833457,76.141121,Parachuting 4,0
6780,8,0,0.475527,0.368652,-0.626953,0.494873,0.948846,-0.272983,-0.060066,-32.690964,-7.941767,76.164314,Parachuting 4,0
6781,9,0,0.475513,0.368774,-0.626892,0.494873,0.928824,-0.272006,-0.051276,-32.711346,-8.044497,76.19809,Parachuting 4,0
6782,10,0,0.475531,0.369019,-0.626831,0.494751,0.928824,-0.272006,-0.051276,-32.802856,-7.81271,76.150452,Parachuting 4,0
6783,11,0,0.475594,0.369019,-0.626831,0.49469,0.946405,-0.272983,-0.048834,-32.793648,-7.624962,75.86187,Parachuting 4,0
6784,12,0,0.475738,0.369019,-0.62677,0.494629,0.946405,-0.272983,-0.048834,-32.936188,-7.356219,75.678116,Parachuting 4,0
6785,13,0,0.475675,0.369019,-0.62677,0.49469,0.946405,-0.272494,-0.059089,-32.839977,-7.421871,75.857605,Parachuting 4,0
6786,14,0,0.475578,0.368958,-0.626831,0.494751,0.946405,-0.272494,-0.059089,-32.663715,-7.421715,75.78466,Parachuting 4,0
6787,15,0,0.475626,0.368896,-0.626831,0.494751,0.941033,-0.271518,-0.055671,-32.802608,-7.574923,75.743912,Parachuting 4,0
6788,16,0,0.475863,0.368835,-0.626831,0.494568,0.941033,-0.271518,-0.055671,-32.841782,-7.762354,75.675896,Parachuting 4,0
6789,17,0,0.475975,0.368713,-0.62677,0.494629,0.946405,-0.270541,-0.049811,-33.075176,-7.624174,75.664146,Parachuting 4,0
6790,18,0,0.476022,0.368652,-0.62677,0.494629,0.946405,-0.270541,-0.049811,-33.264225,-7.512247,75.654625,Parachuting 4,0
6791,19,0,0.476147,0.368469,-0.626831,0.494568,0.944451,-0.275424,-0.052741,-33.23069,-7.701587,75.576912,Parachuting 4,0
6792,20,0,0.4761,0.36853,-0.626831,0.494568,0.944451,-0.275424,-0.052741,-33.203526,-7.854952,75.513962,Parachuting 4,0
6793,21,0,0.476017,0.368347,-0.626953,0.494629,0.944451,-0.275424,-0.052741,-33.091522,-8.084178,75.492981,Parachuting 4,0
6794,22,0,0.475712,0.368347,-0.627136,0.49469,0.94494,-0.265169,-0.058113,-32.967464,-8.219851,75.692642,Parachuting 4,0
6795,23,0,0.475394,0.368408,-0.627197,0.494873,0.94494,-0.265169,-0.058113,-32.926979,-8.194746,75.824379,Parachuting 4,0
6796,24,0,0.475155,0.36853,-0.627258,0.494934,0.936638,-0.272006,-0.061531,-33.094189,-8.224411,75.681076,Parachuting 4,0
6797,25,0,0.475011,0.36853,-0.627319,0.494995,0.936638,-0.272006,-0.061531,-33.259624,-8.32344,75.535004,Parachuting 4,0
6798,26,0,0.474881,0.368408,-0.627441,0.495056,0.936149,-0.267122,-0.064461,-33.19363,-8.220319,75.616692,Parachuting 4,0
6799,27,0,0.474945,0.368408,-0.627441,0.494995,0.936149,-0.267122,-0.064461,-33.215172,-7.896792,75.757851,Parachuting 4,0
6800,28,0,0.474767,0.368347,-0.627563,0.495056,0.942498,-0.272006,-0.063484,-33.199291,-7.768068,75.672195,Parachuting 4,0
6801,29,0,0.474767,0.368347,-0.627563,0.495056,0.9508,-0.272494,-0.061043,-33.219757,-7.645469,75.769478,Parachuting 4,0
6802,30,0,0.474835,0.368408,-0.62738,0.495178,0.940056,-0.252472,-0.054694,-32.981339,-7.662829,75.781609,Parachuting 4,0
6803,31,0,0.474977,0.368225,-0.62738,0.495178,0.940056,-0.252472,-0.054694,-32.961552,-7.741892,75.926437,Parachuting 4,0
6804,0,0,0.475131,0.368042,-0.627563,0.494934,0.944451,-0.265657,-0.056648,-33.028854,-7.925932,76.160416,Parachuting 4,0
6805,1,0,0.475147,0.368103,-0.627563,0.494873,0.944451,-0.265657,-0.056648,-32.995041,-7.776672,76.033272,Parachuting 4,0
6806,2,0,0.474943,0.368225,-0.627502,0.495056,0.945916,-0.265169,-0.070321,-33.000984,-7.505771,75.780281,Parachuting 4,0
6807,3,0,0.47474,0.36853,-0.62738,0.495178,0.945916,-0.265169,-0.070321,-33.075794,-7.421341,75.782028,Parachuting 4,0
6808,4,0,0.474534,0.368713,-0.62738,0.495239,0.943475,-0.283726,-0.044439,-33.119728,-7.552953,75.933441,Parachuting 4,0
6809,5,0,0.474564,0.368652,-0.627441,0.495178,0.943475,-0.283726,-0.044439,-33.200314,-7.734559,75.936089,Parachuting 4,0
6810,6,0,0.474709,0.368652,-0.62738,0.495117,0.946405,-0.271518,-0.050787,-33.348919,-7.698326,75.854897,Parachuting 4,0
6811,7,0,0.47479,0.368591,-0.627258,0.495239,0.945428,-0.269076,-0.062508,-33.224293,-7.752311,76.000801,Parachuting 4,0
6812,8,0,0.474837,0.36853,-0.627258,0.495239,0.948358,-0.285679,-0.066903,-33.141678,-7.649372,75.712318,Parachuting 4,0
6813,9,0,0.47474,0.368469,-0.627319,0.4953,0.948358,-0.285679,-0.066903,-33.209759,-7.835991,75.59864,Parachuting 4,0
6814,10,0,0.474788,0.368408,-0.627319,0.4953,0.939079,-0.271029,-0.062019,-33.253239,-7.930486,75.864899,Parachuting 4,0
6815,11,0,0.474932,0.368408,-0.627258,0.495239,0.939079,-0.271029,-0.062019,-33.348457,-8.037027,75.765572,Parachuting 4,0
6816,12,0,0.47501,0.368225,-0.627258,0.4953,0.954218,-0.280308,-0.044927,-33.35725,-8.071658,75.825111,Parachuting 4,0
6817,13,0,0.475121,0.368164,-0.627258,0.495239,0.954218,-0.280308,-0.044927,-33.589371,-8.09971,75.948341,Parachuting 4,0
6818,14,0,0.475072,0.368042,-0.627319,0.4953,0.949823,-0.270052,-0.051764,-33.397392,-8.039099,75.964821,Parachuting 4,0
