,COUNTER_MEMS,INTERPOLATED_MEMS,Q0,Q1,Q2,Q3,ACCX,ACCY,ACCZ,MAGX,MAGY,MAGZ,img,round
2731,23,0,0.475285,0.363464,-0.630493,0.494446,0.930289,-0.264192,-0.051764,-33.199413,-8.387948,75.942833,Lightning 3,0
2732,24,0,0.475216,0.363342,-0.630615,0.494446,0.930289,-0.264192,-0.051764,-33.169857,-8.464238,75.960365,Lightning 3,0
2733,25,0,0.475164,0.363281,-0.630737,0.494385,0.941033,-0.272006,-0.052252,-33.285919,-8.271032,76.042892,Lightning 3,0
2734,26,0,0.475101,0.363281,-0.630737,0.494446,0.941033,-0.272006,-0.052252,-33.364925,-8.249537,76.244743,Lightning 3,0
2735,27,0,0.475053,0.363403,-0.630798,0.494324,0.941033,-0.272006,-0.052252,-33.092258,-8.337125,76.131577,Lightning 3,0
2736,28,0,0.474994,0.363586,-0.630737,0.494324,0.94494,-0.279819,-0.063484,-33.07473,-8.406404,76.141579,Lightning 3,0
2737,29,0,0.475028,0.363647,-0.630676,0.494324,0.94494,-0.279819,-0.063484,-32.940529,-8.477521,75.939674,Lightning 3,0
2738,30,0,0.474947,0.363647,-0.630737,0.494324,0.957148,-0.283238,-0.074716,-32.835163,-8.296792,75.877808,Lightning 3,0
2739,31,0,0.475011,0.363647,-0.630737,0.494263,0.957148,-0.283238,-0.074716,-32.734814,-8.255402,75.917686,Lightning 3,0
2740,0,0,0.475104,0.363586,-0.630798,0.494141,0.943963,-0.273471,-0.071298,-32.736866,-8.121875,76.033325,Lightning 3,0
2741,1,0,0.475098,0.363464,-0.63092,0.49408,0.943963,-0.273471,-0.071298,-32.853527,-8.020386,76.008659,Lightning 3,0
2742,2,0,0.475239,0.36322,-0.630859,0.494202,0.945916,-0.282261,-0.063973,-32.908024,-8.031512,75.982018,Lightning 3,0
2743,3,0,0.475345,0.362976,-0.63092,0.494202,0.945916,-0.282261,-0.063973,-33.032166,-8.107192,75.993767,Lightning 3,0
2744,4,0,0.475408,0.362976,-0.63092,0.494141,0.94201,-0.268587,-0.057624,-32.991055,-7.960158,76.044952,Lightning 3,0
2745,5,0,0.475344,0.363037,-0.630981,0.49408,0.94201,-0.268587,-0.057624,-32.974422,-7.807728,76.103081,Lightning 3,0
2746,6,0,0.475332,0.363159,-0.63092,0.49408,0.941033,-0.286656,-0.052741,-33.119282,-7.80926,76.016823,Lightning 3,0
2747,7,0,0.47529,0.363342,-0.630798,0.494141,0.941033,-0.286656,-0.052741,-33.153286,-7.7605,76.080292,Lightning 3,0
2748,8,0,0.475133,0.363525,-0.630859,0.49408,0.946405,-0.273959,-0.057136,-33.035828,-7.814339,75.941704,Lightning 3,0
2749,9,0,0.475328,0.363647,-0.630737,0.493958,0.946405,-0.273959,-0.057136,-32.940685,-7.857948,75.829445,Lightning 3,0
2750,10,0,0.475396,0.363831,-0.630676,0.493835,0.94494,-0.275424,-0.059089,-32.873623,-8.111605,75.923523,Lightning 3,0
2751,11,0,0.475396,0.363831,-0.630676,0.493835,0.94494,-0.275424,-0.059089,-32.819302,-8.317066,75.999718,Lightning 3,0
2752,12,0,0.475477,0.363831,-0.630615,0.493835,0.949823,-0.263216,-0.060066,-33.130302,-8.14349,75.999771,Lightning 3,0
2753,13,0,0.475443,0.36377,-0.630676,0.493835,0.945916,-0.275424,-0.052252,-32.965542,-8.222894,75.816483,Lightning 3,0
2754,14,0,0.47557,0.363708,-0.630615,0.493835,0.937614,-0.270541,-0.063973,-32.883759,-8.397211,75.753014,Lightning 3,0
2755,15,0,0.475524,0.36377,-0.630615,0.493835,0.937614,-0.270541,-0.063973,-32.817509,-8.538407,75.701607,Lightning 3,0
2756,16,0,0.475766,0.36377,-0.630432,0.493835,0.938103,-0.279331,-0.061531,-32.745518,-8.369443,75.666641,Lightning 3,0
2757,17,0,0.47583,0.36377,-0.630432,0.493774,0.938103,-0.279331,-0.061531,-32.687202,-8.232582,75.638313,Lightning 3,0
2758,18,0,0.47597,0.363586,-0.630432,0.493774,0.94201,-0.268099,-0.057136,-32.849968,-8.441725,75.555367,Lightning 3,0
2759,19,0,0.476062,0.363525,-0.630493,0.493652,0.94201,-0.268099,-0.057136,-33.146805,-8.46113,75.698181,Lightning 3,0
2760,20,0,0.475841,0.363708,-0.630554,0.493652,0.942498,-0.276401,-0.066903,-32.993912,-8.478516,75.787193,Lightning 3,0
2761,21,0,0.475574,0.363953,-0.630615,0.493652,0.942498,-0.276401,-0.066903,-32.583405,-8.494265,75.552628,Lightning 3,0
2762,22,0,0.475667,0.363831,-0.630615,0.493652,0.944451,-0.268587,-0.059578,-32.439224,-8.373688,75.604294,Lightning 3,0
2763,23,0,0.475429,0.363953,-0.630676,0.493713,0.948358,-0.262239,-0.058113,-32.397438,-8.20102,75.796143,Lightning 3,0
2764,24,0,0.47554,0.363831,-0.630615,0.493774,0.953241,-0.269564,-0.050299,-32.298592,-8.09616,75.824875,Lightning 3,0
2765,25,0,0.475569,0.36377,-0.630676,0.493713,0.953241,-0.269564,-0.050299,-32.218525,-8.011223,75.848152,Lightning 3,0
2766,26,0,0.475523,0.363831,-0.630676,0.493713,0.929801,-0.272494,-0.056159,-32.402004,-7.809091,76.027,Lightning 3,0
2767,27,0,0.475454,0.363708,-0.630798,0.493713,0.929801,-0.272494,-0.056159,-32.550625,-7.645363,76.171875,Lightning 3,0
2768,28,0,0.475564,0.363647,-0.630798,0.493652,0.933708,-0.280308,-0.068368,-32.541004,-7.869411,76.200881,Lightning 3,0
2769,29,0,0.47582,0.363464,-0.630615,0.493774,0.933708,-0.280308,-0.068368,-32.566547,-8.184223,76.107712,Lightning 3,0
2770,30,0,0.475879,0.363281,-0.630676,0.493774,0.947381,-0.272006,-0.059578,-32.377235,-8.17922,76.213913,Lightning 3,0
2771,31,0,0.47585,0.363342,-0.630615,0.493835,0.947381,-0.272006,-0.059578,-32.45723,-8.241836,76.366608,Lightning 3,0
2772,0,0,0.475845,0.36322,-0.630737,0.493774,0.947381,-0.272006,-0.059578,-32.513687,-8.332553,76.120285,Lightning 3,0
2773,1,0,0.475659,0.363403,-0.630676,0.493896,0.944451,-0.268587,-0.068368,-32.542755,-8.289368,76.187431,Lightning 3,0
2774,2,0,0.475566,0.363525,-0.630676,0.493896,0.944451,-0.268587,-0.068368,-32.599632,-8.342722,76.108482,Lightning 3,0
2775,3,0,0.47557,0.363708,-0.630615,0.493835,0.935661,-0.270052,-0.062019,-32.695702,-8.252604,75.961205,Lightning 3,0
2776,4,0,0.47565,0.36377,-0.630615,0.493713,0.935661,-0.270052,-0.062019,-32.87352,-8.071277,76.008575,Lightning 3,0
2777,5,0,0.475689,0.364014,-0.630493,0.493652,0.937614,-0.270541,-0.069833,-32.889217,-8.046067,76.133614,Lightning 3,0
2778,6,0,0.475595,0.364136,-0.630493,0.493652,0.937614,-0.270541,-0.069833,-32.796932,-8.070647,76.189896,Lightning 3,0
2779,7,0,0.475723,0.364075,-0.630432,0.493652,0.946405,-0.288609,-0.061043,-32.803848,-8.043891,76.07048,Lightning 3,0
2780,8,0,0.475786,0.364075,-0.630432,0.493591,0.946405,-0.288609,-0.061043,-32.61945,-8.023886,75.967087,Lightning 3,0
2781,9,0,0.475642,0.364075,-0.630493,0.493652,0.941521,-0.260774,-0.065438,-32.768421,-8.051014,75.910011,Lightning 3,0
2782,10,0,0.475999,0.364197,-0.630249,0.49353,0.941521,-0.260774,-0.065438,-32.889088,-8.072988,75.863777,Lightning 3,0
2783,11,0,0.476016,0.364197,-0.630188,0.493591,0.94201,-0.271518,-0.060066,-32.921829,-7.902453,75.771324,Lightning 3,0
2784,12,0,0.476075,0.364014,-0.630249,0.493591,0.94201,-0.271518,-0.060066,-32.88168,-7.697654,75.729774,Lightning 3,0
2785,13,0,0.476105,0.363953,-0.63031,0.49353,0.936638,-0.263216,-0.060066,-32.857494,-7.511766,75.921112,Lightning 3,0
2786,14,0,0.475977,0.364014,-0.630371,0.49353,0.936638,-0.263216,-0.060066,-32.75457,-7.411198,76.076103,Lightning 3,0
2787,15,0,0.47585,0.364014,-0.630371,0.493652,0.941033,-0.270052,-0.053229,-32.622868,-7.554737,76.203308,Lightning 3,0
2788,16,0,0.475724,0.364014,-0.630371,0.493774,0.941033,-0.270052,-0.053229,-32.51619,-7.671003,76.306351,Lightning 3,0
2789,17,0,0.475486,0.364136,-0.630432,0.493835,0.943963,-0.269076,-0.065926,-32.641449,-7.600179,76.096474,Lightning 3,0
2790,18,0,0.475423,0.364136,-0.630432,0.493896,0.928824,-0.277378,-0.067879,-32.609573,-7.542812,76.079811,Lightning 3,0
2791,19,0,0.475389,0.364075,-0.630493,0.493896,0.937614,-0.272983,-0.076181,-32.620419,-7.586344,76.229645,Lightning 3,0
2792,20,0,0.475434,0.364075,-0.630554,0.493774,0.937614,-0.272983,-0.076181,-32.609207,-7.614939,75.996017,Lightning 3,0
2793,21,0,0.475366,0.363953,-0.630676,0.493774,0.95959,-0.265657,-0.060066,-32.581791,-7.6081,76.013435,Lightning 3,0
2794,22,0,0.475302,0.364014,-0.630737,0.493713,0.95959,-0.265657,-0.060066,-32.424583,-7.622561,75.847549,Lightning 3,0
2795,23,0,0.475383,0.364014,-0.630676,0.493713,0.944451,-0.269564,-0.071786,-32.55558,-7.630941,75.834846,Lightning 3,0
2796,24,0,0.475506,0.36377,-0.630676,0.493774,0.944451,-0.269564,-0.071786,-32.661686,-7.637729,75.824562,Lightning 3,0
2797,25,0,0.475577,0.363525,-0.630859,0.493652,0.950311,-0.281773,-0.069344,-32.5793,-7.441561,76.059563,Lightning 3,0
2798,26,0,0.47553,0.363586,-0.630859,0.493652,0.950311,-0.281773,-0.069344,-32.579231,-7.689331,76.046577,Lightning 3,0
2799,27,0,0.475593,0.363586,-0.630859,0.493591,0.951776,-0.282749,-0.067879,-32.590843,-7.718358,75.979393,Lightning 3,0
2800,28,0,0.475204,0.363953,-0.630798,0.493774,0.927848,-0.262727,-0.061531,-32.480251,-7.77187,76.059975,Lightning 3,0
2801,29,0,0.475196,0.364197,-0.630615,0.493835,0.948846,-0.266146,-0.069344,-32.669003,-7.665215,76.215248,Lightning 3,0
2802,30,0,0.475069,0.364258,-0.630676,0.493835,0.948846,-0.266146,-0.069344,-32.581894,-7.848824,76.326019,Lightning 3,0
2803,31,0,0.475102,0.36438,-0.630676,0.493713,0.939079,-0.266634,-0.058601,-32.671333,-7.730881,76.225739,Lightning 3,0
2804,0,0,0.475107,0.364502,-0.630554,0.493774,0.939079,-0.266634,-0.058601,-32.743778,-7.635347,76.144516,Lightning 3,0
2805,1,0,0.475154,0.364441,-0.630554,0.493774,0.939079,-0.279331,-0.064461,-32.670795,-7.792964,76.402061,Lightning 3,0
2806,2,0,0.475281,0.364441,-0.630554,0.493652,0.939079,-0.279331,-0.064461,-32.778343,-7.787301,76.444,Lightning 3,0
2807,3,0,0.475437,0.364319,-0.630554,0.493591,0.937126,-0.261262,-0.062019,-32.612125,-7.749381,76.302971,Lightning 3,0
2808,4,0,0.475374,0.364319,-0.630554,0.493652,0.937126,-0.261262,-0.062019,-32.572487,-7.656998,76.402077,Lightning 3,0
2809,5,0,0.47563,0.364136,-0.630371,0.493774,0.937126,-0.261262,-0.062019,-32.585381,-7.612168,76.242348,Lightning 3,0
2810,6,0,0.475787,0.364014,-0.630371,0.493713,0.948358,-0.263704,-0.056648,-32.585827,-7.655857,76.099632,Lightning 3,0
2811,7,0,0.475753,0.363953,-0.630432,0.493713,0.948358,-0.263704,-0.056648,-32.631187,-7.631244,76.104034,Lightning 3,0
2812,8,0,0.475545,0.363953,-0.630493,0.493835,0.939568,-0.267611,-0.057624,-32.65126,-7.801308,76.174271,Lightning 3,0
2813,9,0,0.475436,0.363953,-0.630432,0.494019,0.939568,-0.267611,-0.057624,-32.63752,-7.819059,76.156158,Lightning 3,0
2814,10,0,0.475233,0.364075,-0.630371,0.494202,0.945916,-0.277866,-0.044439,-32.676392,-7.683438,75.958153,Lightning 3,0
2815,11,0,0.474931,0.364258,-0.630493,0.494202,0.945916,-0.277866,-0.044439,-32.512878,-7.813585,75.692772,Lightning 3,0
2816,12,0,0.474854,0.364441,-0.630493,0.494141,0.931266,-0.273471,-0.062508,-32.263763,-7.969004,75.761147,Lightning 3,0
2817,13,0,0.474871,0.364441,-0.630432,0.494202,0.931266,-0.273471,-0.062508,-32.211983,-7.974893,76.041527,Lightning 3,0
2818,14,0,0.47479,0.364441,-0.630493,0.494202,0.941521,-0.273959,-0.053717,-32.270039,-7.94633,76.218636,Lightning 3,0
2819,15,0,0.474917,0.364441,-0.630493,0.49408,0.941521,-0.273959,-0.053717,-32.317066,-7.923194,76.362099,Lightning 3,0
2820,16,0,0.474981,0.364441,-0.630493,0.494019,0.94494,-0.277866,-0.058601,-32.546822,-7.984454,76.278297,Lightning 3,0
2821,17,0,0.475045,0.36438,-0.630432,0.49408,0.94494,-0.277866,-0.058601,-32.702927,-7.839074,76.315422,Lightning 3,0
2822,18,0,0.47511,0.364319,-0.630371,0.494141,0.940544,-0.284214,-0.062508,-32.776035,-7.841317,76.162155,Lightning 3,0
2823,19,0,0.475105,0.364136,-0.630432,0.494202,0.940544,-0.284214,-0.062508,-32.835258,-7.843133,76.038017,Lightning 3,0
2824,20,0,0.475007,0.364136,-0.630554,0.494141,0.955195,-0.267122,-0.058113,-32.568226,-7.567938,76.030792,Lightning 3,0
2825,21,0,0.474926,0.364136,-0.630615,0.494141,0.955195,-0.267122,-0.058113,-32.453594,-7.51003,76.014938,Lightning 3,0
2826,22,0,0.47477,0.364197,-0.630554,0.494324,0.945428,-0.276401,-0.059578,-32.547413,-7.634791,76.190437,Lightning 3,0
2827,23,0,0.474752,0.364197,-0.630615,0.494263,0.945428,-0.276401,-0.059578,-32.353405,-7.720847,76.010918,Lightning 3,0
2828,24,0,0.474407,0.364563,-0.630615,0.494324,0.945428,-0.276401,-0.059578,-32.376259,-7.910553,75.910515,Lightning 3,0
2829,25,0,0.474437,0.364502,-0.630676,0.494263,0.94787,-0.279819,-0.054694,-32.4781,-7.682548,75.987511,Lightning 3,0
2830,26,0,0.47447,0.364624,-0.630676,0.494141,0.94787,-0.279819,-0.054694,-32.372261,-7.556197,76.063217,Lightning 3,0
2831,27,0,0.474492,0.364746,-0.630493,0.494263,0.942986,-0.275424,-0.073739,-32.403198,-7.403853,76.041206,Lightning 3,0
2832,28,0,0.474557,0.364685,-0.630432,0.494324,0.942986,-0.275424,-0.073739,-32.348259,-7.415454,76.011711,Lightning 3,0
2833,29,0,0.474429,0.364746,-0.630493,0.494324,0.946893,-0.276401,-0.058601,-32.478756,-7.479851,76.06282,Lightning 3,0
2834,30,0,0.474574,0.364685,-0.630371,0.494385,0.946893,-0.276401,-0.058601,-32.539459,-7.667013,75.999214,Lightning 3,0
2835,31,0,0.474736,0.364685,-0.630249,0.494385,0.938591,-0.275913,-0.059089,-32.535294,-7.643614,75.672699,Lightning 3,0
2836,0,0,0.474736,0.364685,-0.630249,0.494385,0.94201,-0.279819,-0.054206,-32.610256,-7.76466,75.794884,Lightning 3,0
2837,1,0,0.474689,0.364807,-0.63031,0.494263,0.945428,-0.268587,-0.065926,-32.615974,-7.857708,75.895523,Lightning 3,0
2838,2,0,0.474655,0.364746,-0.630371,0.494263,0.945428,-0.268587,-0.065926,-32.605606,-7.873077,75.842041,Lightning 3,0
2839,3,0,0.474642,0.364868,-0.63031,0.494263,0.950311,-0.272006,-0.054206,-32.547207,-7.785526,75.832054,Lightning 3,0
2840,4,0,0.474467,0.36499,-0.630371,0.494263,0.950311,-0.272006,-0.054206,-32.404903,-7.886276,75.742294,Lightning 3,0
2841,5,0,0.474327,0.365112,-0.63031,0.494385,0.936149,-0.277378,-0.057136,-32.156307,-7.967884,75.75293,Lightning 3,0
2842,6,0,0.474075,0.365356,-0.63031,0.494446,0.936149,-0.277378,-0.057136,-32.273273,-7.968986,75.894875,Lightning 3,0
2843,7,0,0.474174,0.365356,-0.630188,0.494507,0.942986,-0.278354,-0.060066,-32.476353,-7.811545,75.901512,Lightning 3,0
2844,8,0,0.474122,0.365295,-0.63031,0.494446,0.942986,-0.278354,-0.060066,-32.497513,-7.697351,75.906891,Lightning 3,0
2845,9,0,0.474134,0.365234,-0.630432,0.494324,0.94787,-0.270541,-0.067879,-32.372986,-7.824855,75.869583,Lightning 3,0
2846,10,0,0.474117,0.365234,-0.630493,0.494263,0.942986,-0.284703,-0.072274,-32.513783,-8.034799,75.861031,Lightning 3,0
2847,11,0,0.474164,0.365173,-0.630493,0.494263,0.937126,-0.283238,-0.064461,-32.461166,-8.12152,75.937431,Lightning 3,0
2848,12,0,0.474134,0.365234,-0.630432,0.494324,0.937126,-0.283238,-0.064461,-32.478542,-7.921765,76.119324,Lightning 3,0
2849,13,0,0.474309,0.365112,-0.630371,0.494324,0.942986,-0.281284,-0.062019,-32.425953,-7.776629,76.283318,Lightning 3,0
2850,14,0,0.474288,0.364929,-0.630493,0.494324,0.942986,-0.281284,-0.062019,-32.248356,-7.68907,76.29615,Lightning 3,0
2851,15,0,0.474241,0.36499,-0.630493,0.494324,0.954706,-0.267611,-0.062508,-32.321167,-7.85148,76.256554,Lightning 3,0
2852,16,0,0.474224,0.364929,-0.630493,0.494385,0.954706,-0.267611,-0.062508,-32.470146,-7.893032,76.28447,Lightning 3,0
2853,17,0,0.473986,0.365051,-0.630554,0.494446,0.941521,-0.273959,-0.064461,-32.552486,-7.700023,76.213753,Lightning 3,0
2854,18,0,0.473939,0.365051,-0.630493,0.494568,0.941521,-0.273959,-0.064461,-32.664181,-7.423685,76.306473,Lightning 3,0
2855,19,0,0.473939,0.365051,-0.630493,0.494568,0.939568,-0.276889,-0.069833,-32.792984,-7.453185,76.148247,Lightning 3,0
2856,20,0,0.473879,0.365295,-0.630493,0.494446,0.939568,-0.276889,-0.069833,-32.89732,-7.47708,76.020081,Lightning 3,0
2857,21,0,0.473835,0.36554,-0.630432,0.494385,0.940544,-0.271518,-0.066414,-32.825161,-7.726435,75.892929,Lightning 3,0
2858,22,0,0.473856,0.365723,-0.63031,0.494385,0.940544,-0.271518,-0.066414,-32.901714,-7.778412,75.849937,Lightning 3,0
2859,23,0,0.473903,0.365662,-0.63031,0.494385,0.9508,-0.284703,-0.062019,-32.920387,-7.858847,75.780121,Lightning 3,0
2860,24,0,0.473903,0.365662,-0.63031,0.494385,0.9508,-0.284703,-0.062019,-32.905514,-7.878999,75.723564,Lightning 3,0
2861,25,0,0.474065,0.365723,-0.630249,0.494263,0.944451,-0.267122,-0.061531,-33.006802,-7.718656,75.736084,Lightning 3,0
2862,26,0,0.47421,0.365723,-0.630188,0.494202,0.944451,-0.267122,-0.061531,-33.058842,-7.543778,75.551231,Lightning 3,0
2863,27,0,0.474367,0.365601,-0.630188,0.494141,0.945916,-0.283238,-0.061531,-33.04266,-7.513793,75.576492,Lightning 3,0
2864,28,0,0.474372,0.365723,-0.630066,0.494202,0.945916,-0.283238,-0.061531,-32.954556,-7.399506,75.566963,Lightning 3,0
2865,29,0,0.474397,0.36554,-0.630249,0.49408,0.945916,-0.283238,-0.061531,-32.89819,-7.495267,75.460907,Lightning 3,0
2866,30,0,0.474507,0.365479,-0.630249,0.494019,0.945428,-0.273959,-0.042974,-33.012535,-7.819499,75.290001,Lightning 3,0
2867,31,0,0.474494,0.365601,-0.630188,0.494019,0.945428,-0.273959,-0.042974,-32.963486,-7.767128,75.339897,Lightning 3,0
2868,0,0,0.474447,0.365662,-0.630188,0.494019,0.9508,-0.273471,-0.057624,-32.890423,-7.724707,75.296989,Lightning 3,0
2869,1,0,0.474191,0.365784,-0.63031,0.494019,0.9508,-0.273471,-0.057624,-32.781242,-7.832013,75.337227,Lightning 3,0
2870,2,0,0.474126,0.365845,-0.630371,0.493958,0.949823,-0.275424,-0.072274,-32.942806,-7.752264,75.286484,Lightning 3,0
2871,3,0,0.474126,0.365845,-0.630371,0.493958,0.949823,-0.275424,-0.072274,-32.993675,-7.756,75.638718,Lightning 3,0
2872,4,0,0.474284,0.365723,-0.630371,0.493896,0.940056,-0.273471,-0.061043,-33.101543,-7.575694,75.707367,Lightning 3,0
2873,5,0,0.47419,0.365845,-0.630371,0.493896,0.932731,-0.274448,-0.058601,-32.908916,-7.666312,75.587967,Lightning 3,0
2874,6,0,0.474331,0.365662,-0.630371,0.493896,0.950311,-0.264681,-0.045416,-32.991222,-7.644712,75.46125,Lightning 3,0
2875,7,0,0.474571,0.365479,-0.630249,0.493958,0.950311,-0.264681,-0.045416,-33.066223,-7.61055,75.530281,Lightning 3,0
2876,8,0,0.474869,0.365173,-0.630249,0.493896,0.940544,-0.272006,-0.056648,-33.126972,-7.632879,75.502861,Lightning 3,0
2877,9,0,0.474882,0.365051,-0.63031,0.493896,0.940544,-0.272006,-0.056648,-33.206181,-7.590965,75.615646,Lightning 3,0
2878,10,0,0.474831,0.364929,-0.630371,0.493958,0.935661,-0.265657,-0.063973,-33.353676,-7.640349,75.707008,Lightning 3,0
2879,11,0,0.474738,0.365051,-0.630371,0.493958,0.935661,-0.265657,-0.063973,-33.338142,-7.785349,75.616013,Lightning 3,0
2880,12,0,0.474598,0.365173,-0.63031,0.49408,0.948846,-0.279331,-0.064949,-33.342228,-8.052799,75.642303,Lightning 3,0
2881,13,0,0.474504,0.365295,-0.63031,0.49408,0.948846,-0.279331,-0.064949,-33.375538,-8.179434,75.663597,Lightning 3,0
2882,14,0,0.4746,0.365417,-0.63031,0.493896,0.943475,-0.270052,-0.052741,-33.419186,-7.915342,75.697517,Lightning 3,0
2883,15,0,0.47452,0.365356,-0.63031,0.494019,0.937126,-0.270052,-0.055671,-33.414539,-7.84476,75.753319,Lightning 3,0
2884,16,0,0.474716,0.365479,-0.630188,0.493896,0.934684,-0.266634,-0.063973,-33.252445,-7.987589,75.673523,Lightning 3,0
2885,17,0,0.474839,0.365295,-0.630249,0.493835,0.934684,-0.266634,-0.063973,-33.001148,-8.133281,75.71389,Lightning 3,0
2886,18,0,0.474787,0.365234,-0.630371,0.493774,0.950311,-0.281284,-0.060554,-33.022594,-8.089623,76.001579,Lightning 3,0
2887,19,0,0.474881,0.365112,-0.630371,0.493774,0.950311,-0.281284,-0.060554,-33.099968,-8.174262,76.009613,Lightning 3,0
2888,20,0,0.475086,0.364868,-0.63031,0.493835,0.934684,-0.277378,-0.057136,-33.117641,-8.207819,75.90612,Lightning 3,0
2889,21,0,0.475324,0.364746,-0.630249,0.493774,0.934684,-0.277378,-0.057136,-33.221958,-8.415,75.702293,Lightning 3,0
2890,22,0,0.475418,0.364624,-0.630249,0.493774,0.952753,-0.269564,-0.056159,-33.139786,-8.482817,75.653854,Lightning 3,0
2891,23,0,0.475396,0.364502,-0.630432,0.493652,0.952753,-0.269564,-0.056159,-32.938225,-8.147748,75.659622,Lightning 3,0
2892,24,0,0.475366,0.364563,-0.630371,0.493713,0.932731,-0.261751,-0.055183,-32.858295,-7.843009,75.664291,Lightning 3,0
2893,25,0,0.475332,0.364502,-0.630432,0.493713,0.932731,-0.261751,-0.055183,-32.793552,-7.596171,75.668076,Lightning 3,0
2894,26,0,0.475285,0.364563,-0.630432,0.493713,0.9508,-0.275913,-0.055671,-32.792778,-7.712898,75.647812,Lightning 3,0
2895,27,0,0.475285,0.364563,-0.630432,0.493713,0.9508,-0.275913,-0.055671,-32.792149,-7.807448,75.631393,Lightning 3,0
2896,28,0,0.475302,0.364624,-0.630432,0.493652,0.939079,-0.264681,-0.053717,-32.699974,-7.879033,75.768097,Lightning 3,0
2897,29,0,0.475269,0.364502,-0.630432,0.493774,0.939079,-0.264681,-0.053717,-32.625313,-7.937016,75.878822,Lightning 3,0
2898,30,0,0.475413,0.364502,-0.630371,0.493713,0.941521,-0.263704,-0.048834,-32.668171,-7.76565,75.818512,Lightning 3,0
2899,31,0,0.475281,0.364441,-0.630554,0.493652,0.941521,-0.263704,-0.048834,-32.702885,-7.626843,75.769661,Tumor 1,0
2900,0,0,0.47517,0.364502,-0.630554,0.493713,0.952753,-0.274448,-0.059089,-32.652668,-7.55941,75.730095,Tumor 1,0
2901,1,0,0.475217,0.364441,-0.630554,0.493713,0.952753,-0.274448,-0.059089,-32.83033,-7.748122,75.688042,Tumor 1,0
2902,2,0,0.475248,0.364258,-0.630493,0.493896,0.952753,-0.274448,-0.059089,-32.839233,-7.960979,75.713982,Tumor 1,0
2903,3,0,0.475417,0.364075,-0.630615,0.493713,0.950311,-0.277866,-0.059089,-32.661446,-7.881726,75.583328,Tumor 1,0
2904,4,0,0.475509,0.364014,-0.630676,0.493591,0.950311,-0.277866,-0.059089,-32.54744,-7.802531,75.657494,Tumor 1,0
2905,5,0,0.47537,0.364136,-0.630615,0.493713,0.943475,-0.274448,-0.059089,-32.721756,-7.80505,75.734238,Tumor 1,0
2906,6,0,0.475328,0.364319,-0.630493,0.493774,0.943475,-0.274448,-0.059089,-32.802956,-7.792091,75.511398,Tumor 1,0
2907,7,0,0.475218,0.36438,-0.630493,0.493835,0.935173,-0.273959,-0.055183,-32.735394,-7.914927,75.580902,Tumor 1,0
2908,8,0,0.4752,0.364441,-0.630615,0.493652,0.935173,-0.273959,-0.055183,-32.695671,-7.909424,75.652191,Tumor 1,0
2909,9,0,0.475349,0.364563,-0.630432,0.493652,0.944451,-0.262727,-0.072763,-32.613491,-7.8383,75.64328,Tumor 1,0
2910,10,0,0.475383,0.364624,-0.630371,0.493652,0.944451,-0.262727,-0.072763,-32.726929,-7.85569,75.681053,Tumor 1,0
2911,11,0,0.475401,0.364624,-0.63031,0.493713,0.9508,-0.263216,-0.055183,-32.885479,-7.919775,75.678322,Tumor 1,0
2912,12,0,0.475401,0.364624,-0.63031,0.493713,0.9508,-0.263216,-0.055183,-33.013905,-7.971685,75.676109,Tumor 1,0
2913,13,0,0.475511,0.364563,-0.63031,0.493652,0.945428,-0.271029,-0.066414,-32.837929,-8.050398,75.487648,Tumor 1,0
2914,14,0,0.475719,0.364502,-0.630188,0.493652,0.945428,-0.271029,-0.066414,-32.695389,-8.114156,75.334991,Tumor 1,0
2915,15,0,0.47594,0.364319,-0.630127,0.493652,0.938591,-0.276401,-0.055671,-32.798267,-8.094132,75.513008,Tumor 1,0
2916,16,0,0.475906,0.364258,-0.630188,0.493652,0.938591,-0.276401,-0.055671,-32.881596,-8.077914,75.657204,Tumor 1,0
2917,17,0,0.475791,0.364197,-0.63031,0.493652,0.946405,-0.267122,-0.058113,-32.79076,-8.189777,75.570671,Tumor 1,0
2918,18,0,0.475567,0.364136,-0.630371,0.493835,0.946405,-0.267122,-0.058113,-32.717182,-8.280386,75.50058,Tumor 1,0
2919,19,0,0.475266,0.364258,-0.630432,0.493958,0.938103,-0.291051,-0.069344,-32.797585,-8.320446,75.578796,Tumor 1,0
2920,20,0,0.475156,0.364319,-0.630432,0.494019,0.950311,-0.271518,-0.067391,-32.67271,-8.136228,75.635498,Tumor 1,0
2921,21,0,0.474917,0.364441,-0.630493,0.49408,0.952753,-0.275424,-0.061043,-32.719894,-8.208678,75.70475,Tumor 1,0
2922,22,0,0.474854,0.364441,-0.630493,0.494141,0.952753,-0.275424,-0.061043,-32.758114,-8.267363,75.760849,Tumor 1,0
2923,23,0,0.474888,0.364502,-0.630432,0.494141,0.947381,-0.257356,-0.057624,-32.80574,-8.069897,75.592957,Tumor 1,0
2924,24,0,0.475028,0.36438,-0.630493,0.494019,0.947381,-0.257356,-0.057624,-32.844315,-7.90995,75.456963,Tumor 1,0
2925,25,0,0.475092,0.364319,-0.630432,0.49408,0.937126,-0.269564,-0.065926,-32.94223,-7.847059,75.701805,Tumor 1,0
2926,26,0,0.475088,0.364136,-0.630493,0.494141,0.937126,-0.269564,-0.065926,-33.021538,-7.796118,75.900131,Tumor 1,0
